REGION,YEAR,WEEK,ILITOTAL
Region 5,2002,8,1698
Region 6,2002,8,213
Region 7,2002,8,356
Region 8,2002,8,282
Region 9,2002,8,1144
Region 10,2002,8,56
Region 1,2002,9,304
Region 2,2002,9,237
Region 3,2002,9,351
Region 4,2002,9,980
Region 5,2002,9,1544
Region 6,2002,9,206
Region 7,2002,9,296
Region 8,2002,9,246
Region 9,2002,9,899
Region 10,2002,9,41
Region 1,2002,10,157
Region 2,2002,10,222
Region 3,2002,10,251
Region 4,2002,10,489
Region 5,2002,10,1073
Region 6,2002,10,117
Region 7,2002,10,262
Region 8,2002,10,171
Region 9,2002,10,839
Region 10,2002,10,50
Region 1,2002,11,126
Region 2,2002,11,298
Region 3,2002,11,252
Region 4,2002,11,359
Region 5,2002,11,801
Region 6,2002,11,114
Region 7,2002,11,157
Region 8,2002,11,164
Region 9,2002,11,660
Region 10,2002,11,46
Region 1,2002,12,115
Region 2,2002,12,215
Region 3,2002,12,217
Region 4,2002,12,289
Region 5,2002,12,760
Region 6,2002,12,42
Region 7,2002,12,129
Region 8,2002,12,42
Region 9,2002,12,561
Region 10,2002,12,47
Region 1,2002,13,101
Region 2,2002,13,135
Region 3,2002,13,155
Region 4,2002,13,187
Region 5,2002,13,670
Region 6,2002,13,14
Region 7,2002,13,81
Region 8,2002,13,46
Region 9,2002,13,616
Region 10,2002,13,74
Region 1,2002,14,113
Region 2,2002,14,118
Region 3,2002,14,158
Region 4,2002,14,200
Region 5,2002,14,533
Region 6,2002,14,18
Region 7,2002,14,110
Region 8,2002,14,50
Region 9,2002,14,319
Region 10,2002,14,36
Region 1,2002,15,79
Region 2,2002,15,63
Region 3,2002,15,146
Region 4,2002,15,87
Region 5,2002,15,365
Region 6,2002,15,49
Region 7,2002,15,91
Region 8,2002,15,32
Region 9,2002,15,244
Region 10,2002,15,13
Region 1,2002,16,98
Region 2,2002,16,56
Region 3,2002,16,105
Region 4,2002,16,89
Region 5,2002,16,303
Region 6,2002,16,3
Region 7,2002,16,87
Region 8,2002,16,30
Region 9,2002,16,237
Region 10,2002,16,10
Region 1,2002,17,52
Region 2,2002,17,44
Region 3,2002,17,89
Region 4,2002,17,110
Region 5,2002,17,214
Region 6,2002,17,0
Region 7,2002,17,71
Region 8,2002,17,17
Region 9,2002,17,228
Region 10,2002,17,5
Region 1,2002,18,27
Region 2,2002,18,34
Region 3,2002,18,90
Region 4,2002,18,49
Region 5,2002,18,158
Region 6,2002,18,0
Region 7,2002,18,66
Region 8,2002,18,23
Region 9,2002,18,225
Region 10,2002,18,0
Region 1,2002,19,28
Region 2,2002,19,34
Region 3,2002,19,72
Region 4,2002,19,84
Region 5,2002,19,178
Region 6,2002,19,0
Region 7,2002,19,57
Region 8,2002,19,26
Region 9,2002,19,191
Region 10,2002,19,3
Region 1,2002,20,31
Region 2,2002,20,29
Region 3,2002,20,59
Region 4,2002,20,44
Region 5,2002,20,117
Region 6,2002,20,0
Region 7,2002,20,65
Region 8,2002,20,27
Region 9,2002,20,202
Region 10,2002,20,2
Region 1,2002,21,0
Region 2,2002,21,0
Region 3,2002,21,0
Region 4,2002,21,0
Region 5,2002,21,0
Region 6,2002,21,0
Region 7,2002,21,0
Region 8,2002,21,0
Region 9,2002,21,0
Region 10,2002,21,0
Region 1,2002,22,0
Region 2,2002,22,0
Region 3,2002,22,0
Region 4,2002,22,0
Region 5,2002,22,0
Region 6,2002,22,0
Region 7,2002,22,0
Region 8,2002,22,0
Region 9,2002,22,0
Region 10,2002,22,0
Region 1,2002,23,0
Region 2,2002,23,0
Region 3,2002,23,0
Region 4,2002,23,0
Region 5,2002,23,0
Region 6,2002,23,0
Region 7,2002,23,0
Region 8,2002,23,0
Region 9,2002,23,0
Region 10,2002,23,0
Region 1,2002,24,0
Region 2,2002,24,0
Region 3,2002,24,0
Region 4,2002,24,0
Region 5,2002,24,0
Region 6,2002,24,0
Region 7,2002,24,0
Region 8,2002,24,0
Region 9,2002,24,0
Region 10,2002,24,0
Region 1,2002,25,0
Region 2,2002,25,0
Region 3,2002,25,0
Region 4,2002,25,0
Region 5,2002,25,0
Region 6,2002,25,0
Region 7,2002,25,0
Region 8,2002,25,0
Region 9,2002,25,0
Region 10,2002,25,0
Region 1,2002,26,0
Region 2,2002,26,0
Region 3,2002,26,0
Region 4,2002,26,0
Region 5,2002,26,0
Region 6,2002,26,0
Region 7,2002,26,0
Region 8,2002,26,0
Region 9,2002,26,0
Region 10,2002,26,0
Region 1,2002,27,0
Region 2,2002,27,0
Region 3,2002,27,0
Region 4,2002,27,0
Region 5,2002,27,0
Region 6,2002,27,0
Region 7,2002,27,0
Region 8,2002,27,0
Region 9,2002,27,0
Region 10,2002,27,0
Region 1,2002,28,0
Region 2,2002,28,0
Region 3,2002,28,0
Region 4,2002,28,0
Region 5,2002,28,0
Region 6,2002,28,0
Region 7,2002,28,0
Region 8,2002,28,0
Region 9,2002,28,0
Region 10,2002,28,0
Region 1,2002,29,0
Region 2,2002,29,0
Region 3,2002,29,0
Region 4,2002,29,0
Region 5,2002,29,0
Region 6,2002,29,0
Region 7,2002,29,0
Region 8,2002,29,0
Region 9,2002,29,0
Region 10,2002,29,0
Region 1,2002,30,0
Region 2,2002,30,0
Region 3,2002,30,0
Region 4,2002,30,0
Region 5,2002,30,0
Region 6,2002,30,0
Region 7,2002,30,0
Region 8,2002,30,0
Region 9,2002,30,0
Region 10,2002,30,0
Region 1,2002,31,0
Region 2,2002,31,0
Region 3,2002,31,0
Region 4,2002,31,0
Region 5,2002,31,0
Region 6,2002,31,0
Region 7,2002,31,0
Region 8,2002,31,0
Region 9,2002,31,0
Region 10,2002,31,0
Region 1,2002,32,0
Region 2,2002,32,0
Region 3,2002,32,0
Region 4,2002,32,0
Region 5,2002,32,0
Region 6,2002,32,0
Region 7,2002,32,0
Region 8,2002,32,0
Region 9,2002,32,0
Region 10,2002,32,0
Region 1,2002,33,0
Region 2,2002,33,0
Region 3,2002,33,0
Region 4,2002,33,0
Region 5,2002,33,0
Region 6,2002,33,0
Region 7,2002,33,0
Region 8,2002,33,0
Region 9,2002,33,0
Region 10,2002,33,0
Region 1,2002,34,0
Region 2,2002,34,0
Region 3,2002,34,0
Region 4,2002,34,0
Region 5,2002,34,0
Region 6,2002,34,0
Region 7,2002,34,0
Region 8,2002,34,0
Region 9,2002,34,0
Region 10,2002,34,0
Region 1,2002,35,0
Region 2,2002,35,0
Region 3,2002,35,0
Region 4,2002,35,0
Region 5,2002,35,0
Region 6,2002,35,0
Region 7,2002,35,0
Region 8,2002,35,0
Region 9,2002,35,0
Region 10,2002,35,0
Region 1,2002,36,0
Region 2,2002,36,0
Region 3,2002,36,0
Region 4,2002,36,0
Region 5,2002,36,0
Region 6,2002,36,0
Region 7,2002,36,0
Region 8,2002,36,0
Region 9,2002,36,0
Region 10,2002,36,0
Region 1,2002,37,0
Region 2,2002,37,0
Region 3,2002,37,0
Region 4,2002,37,0
Region 5,2002,37,0
Region 6,2002,37,0
Region 7,2002,37,0
Region 8,2002,37,0
Region 9,2002,37,0
Region 10,2002,37,0
Region 1,2002,38,0
Region 2,2002,38,0
Region 3,2002,38,0
Region 4,2002,38,0
Region 5,2002,38,0
Region 6,2002,38,0
Region 7,2002,38,0
Region 8,2002,38,0
Region 9,2002,38,0
Region 10,2002,38,0
Region 1,2002,39,0
Region 2,2002,39,0
Region 3,2002,39,0
Region 4,2002,39,0
Region 5,2002,39,0
Region 6,2002,39,0
Region 7,2002,39,0
Region 8,2002,39,0
Region 9,2002,39,0
Region 10,2002,39,0
Region 1,2002,40,119
Region 2,2002,40,205
Region 3,2002,40,128
Region 4,2002,40,499
Region 5,2002,40,518
Region 6,2002,40,13
Region 7,2002,40,111
Region 8,2002,40,120
Region 9,2002,40,345
Region 10,2002,40,2
Region 1,2002,41,87
Region 2,2002,41,335
Region 3,2002,41,112
Region 4,2002,41,516
Region 5,2002,41,603
Region 6,2002,41,19
Region 7,2002,41,89
Region 8,2002,41,103
Region 9,2002,41,393
Region 10,2002,41,10
Region 1,2002,42,75
Region 2,2002,42,293
Region 3,2002,42,159
Region 4,2002,42,493
Region 5,2002,42,596
Region 6,2002,42,31
Region 7,2002,42,106
Region 8,2002,42,118
Region 9,2002,42,291
Region 10,2002,42,14
Region 1,2002,43,108
Region 2,2002,43,336
Region 3,2002,43,163
Region 4,2002,43,568
Region 5,2002,43,650
Region 6,2002,43,46
Region 7,2002,43,107
Region 8,2002,43,168
Region 9,2002,43,441
Region 10,2002,43,12
Region 1,2002,44,115
Region 2,2002,44,329
Region 3,2002,44,157
Region 4,2002,44,664
Region 5,2002,44,728
Region 6,2002,44,81
Region 7,2002,44,128
Region 8,2002,44,225
Region 9,2002,44,458
Region 10,2002,44,22
Region 1,2002,45,104
Region 2,2002,45,369
Region 3,2002,45,220
Region 4,2002,45,702
Region 5,2002,45,786
Region 6,2002,45,121
Region 7,2002,45,165
Region 8,2002,45,174
Region 9,2002,45,562
Region 10,2002,45,22
Region 1,2002,46,88
Region 2,2002,46,380
Region 3,2002,46,188
Region 4,2002,46,644
Region 5,2002,46,774
Region 6,2002,46,88
Region 7,2002,46,147
Region 8,2002,46,184
Region 9,2002,46,576
Region 10,2002,46,28
Region 1,2002,47,88
Region 2,2002,47,342
Region 3,2002,47,195
Region 4,2002,47,675
Region 5,2002,47,685
Region 6,2002,47,130
Region 7,2002,47,109
Region 8,2002,47,205
Region 9,2002,47,530
Region 10,2002,47,8
Region 1,2002,48,110
Region 2,2002,48,322
Region 3,2002,48,218
Region 4,2002,48,573
Region 5,2002,48,587
Region 6,2002,48,94
Region 7,2002,48,86
Region 8,2002,48,218
Region 9,2002,48,486
Region 10,2002,48,15
Region 1,2002,49,125
Region 2,2002,49,414
Region 3,2002,49,202
Region 4,2002,49,622
Region 5,2002,49,631
Region 6,2002,49,106
Region 7,2002,49,166
Region 8,2002,49,224
Region 9,2002,49,541
Region 10,2002,49,18
Region 1,2002,50,122
Region 2,2002,50,326
Region 3,2002,50,208
Region 4,2002,50,590
Region 5,2002,50,686
Region 6,2002,50,211
Region 7,2002,50,148
Region 8,2002,50,258
Region 9,2002,50,385
Region 10,2002,50,23
Region 1,2002,51,132
Region 2,2002,51,396
Region 3,2002,51,177
Region 4,2002,51,682
Region 5,2002,51,659
Region 6,2002,51,407
Region 7,2002,51,208
Region 8,2002,51,299
Region 9,2002,51,440
Region 10,2002,51,16
Region 1,2002,52,99
Region 2,2002,52,310
Region 3,2002,52,180
Region 4,2002,52,638
Region 5,2002,52,620
Region 6,2002,52,143
Region 7,2002,52,194
Region 8,2002,52,222
Region 9,2002,52,441
Region 10,2002,52,10
Region 1,2003,1,110
Region 2,2003,1,269
Region 3,2003,1,176
Region 4,2003,1,944
Region 5,2003,1,695
Region 6,2003,1,151
Region 7,2003,1,229
Region 8,2003,1,229
Region 9,2003,1,436
Region 10,2003,1,21
Region 1,2003,2,109
Region 2,2003,2,281
Region 3,2003,2,235
Region 4,2003,2,841
Region 5,2003,2,737
Region 6,2003,2,256
Region 7,2003,2,213
Region 8,2003,2,316
Region 9,2003,2,711
Region 10,2003,2,30
Region 1,2003,3,190
Region 2,2003,3,415
Region 3,2003,3,213
Region 4,2003,3,1010
Region 5,2003,3,800
Region 6,2003,3,259
Region 7,2003,3,286
Region 8,2003,3,306
Region 9,2003,3,693
Region 10,2003,3,32
Region 1,2003,4,207
Region 2,2003,4,362
Region 3,2003,4,339
Region 4,2003,4,1462
Region 5,2003,4,1315
Region 6,2003,4,523
Region 7,2003,4,434
Region 8,2003,4,436
Region 9,2003,4,590
Region 10,2003,4,28
Region 1,2003,5,288
Region 2,2003,5,378
Region 3,2003,5,372
Region 4,2003,5,2205
Region 5,2003,5,1622
Region 6,2003,5,394
Region 7,2003,5,476
Region 8,2003,5,721
Region 9,2003,5,609
Region 10,2003,5,14
Region 1,2003,6,449
Region 2,2003,6,428
Region 3,2003,6,563
Region 4,2003,6,2144
Region 5,2003,6,1778
Region 6,2003,6,309
Region 7,2003,6,362
Region 8,2003,6,759
Region 9,2003,6,944
Region 10,2003,6,46
Region 1,2003,7,504
Region 2,2003,7,427
Region 3,2003,7,602
Region 4,2003,7,2045
Region 5,2003,7,1538
Region 6,2003,7,388
Region 7,2003,7,232
Region 8,2003,7,894
Region 9,2003,7,976
Region 10,2003,7,43
Region 1,2003,8,395
Region 2,2003,8,339
Region 3,2003,8,515
Region 4,2003,8,2052
Region 5,2003,8,1466
Region 6,2003,8,131
Region 7,2003,8,201
Region 8,2003,8,937
Region 9,2003,8,1140
Region 10,2003,8,52
Region 1,2003,9,337
Region 2,2003,9,258
Region 3,2003,9,441
Region 4,2003,9,1202
Region 5,2003,9,1094
Region 6,2003,9,130
Region 7,2003,9,229
Region 8,2003,9,770
Region 9,2003,9,1109
Region 10,2003,9,36
Region 1,2003,10,291
Region 2,2003,10,137
Region 3,2003,10,276
Region 4,2003,10,998
Region 5,2003,10,877
Region 6,2003,10,191
Region 7,2003,10,138
Region 8,2003,10,692
Region 9,2003,10,808
Region 10,2003,10,42
Region 1,2003,11,249
Region 2,2003,11,215
Region 3,2003,11,302
Region 4,2003,11,726
Region 5,2003,11,656
Region 6,2003,11,110
Region 7,2003,11,129
Region 8,2003,11,540
Region 9,2003,11,847
Region 10,2003,11,36
Region 1,2003,12,119
Region 2,2003,12,195
Region 3,2003,12,246
Region 4,2003,12,716
Region 5,2003,12,580
Region 6,2003,12,71
Region 7,2003,12,110
Region 8,2003,12,375
Region 9,2003,12,545
Region 10,2003,12,30
Region 1,2003,13,92
Region 2,2003,13,161
Region 3,2003,13,202
Region 4,2003,13,676
Region 5,2003,13,368
Region 6,2003,13,53
Region 7,2003,13,101
Region 8,2003,13,324
Region 9,2003,13,437
Region 10,2003,13,25
Region 1,2003,14,75
Region 2,2003,14,158
Region 3,2003,14,162
Region 4,2003,14,518
Region 5,2003,14,379
Region 6,2003,14,51
Region 7,2003,14,89
Region 8,2003,14,251
Region 9,2003,14,339
Region 10,2003,14,6
Region 1,2003,15,56
Region 2,2003,15,149
Region 3,2003,15,173
Region 4,2003,15,572
Region 5,2003,15,270
Region 6,2003,15,47
Region 7,2003,15,82
Region 8,2003,15,207
Region 9,2003,15,519
Region 10,2003,15,7
Region 1,2003,16,57
Region 2,2003,16,88
Region 3,2003,16,135
Region 4,2003,16,419
Region 5,2003,16,233
Region 6,2003,16,43
Region 7,2003,16,83
Region 8,2003,16,121
Region 9,2003,16,275
Region 10,2003,16,13
Region 1,2003,17,51
Region 2,2003,17,78
Region 3,2003,17,174
Region 4,2003,17,479
Region 5,2003,17,222
Region 6,2003,17,29
Region 7,2003,17,83
Region 8,2003,17,84
Region 9,2003,17,235
Region 10,2003,17,10
Region 1,2003,18,48
Region 2,2003,18,66
Region 3,2003,18,122
Region 4,2003,18,341
Region 5,2003,18,130
Region 6,2003,18,23
Region 7,2003,18,84
Region 8,2003,18,54
Region 9,2003,18,204
Region 10,2003,18,3
Region 1,2003,19,48
Region 2,2003,19,51
Region 3,2003,19,156
Region 4,2003,19,361
Region 5,2003,19,117
Region 6,2003,19,15
Region 7,2003,19,60
Region 8,2003,19,20
Region 9,2003,19,175
Region 10,2003,19,2
Region 1,2003,20,31
Region 2,2003,20,98
Region 3,2003,20,119
Region 4,2003,20,162
Region 5,2003,20,141
Region 6,2003,20,7
Region 7,2003,20,82
Region 8,2003,20,13
Region 9,2003,20,180
Region 10,2003,20,3
Region 1,2003,21,13
Region 2,2003,21,74
Region 3,2003,21,86
Region 4,2003,21,261
Region 5,2003,21,72
Region 6,2003,21,17
Region 7,2003,21,33
Region 8,2003,21,3
Region 9,2003,21,170
Region 10,2003,21,11
Region 1,2003,22,13
Region 2,2003,22,101
Region 3,2003,22,84
Region 4,2003,22,168
Region 5,2003,22,60
Region 6,2003,22,16
Region 7,2003,22,55
Region 8,2003,22,3
Region 9,2003,22,138
Region 10,2003,22,3
Region 1,2003,23,5
Region 2,2003,23,62
Region 3,2003,23,75
Region 4,2003,23,170
Region 5,2003,23,60
Region 6,2003,23,13
Region 7,2003,23,34
Region 8,2003,23,3
Region 9,2003,23,138
Region 10,2003,23,3
Region 1,2003,24,7
Region 2,2003,24,67
Region 3,2003,24,109
Region 4,2003,24,229
Region 5,2003,24,55
Region 6,2003,24,11
Region 7,2003,24,29
Region 8,2003,24,0
Region 9,2003,24,112
Region 10,2003,24,1
Region 1,2003,25,17
Region 2,2003,25,48
Region 3,2003,25,71
Region 4,2003,25,146
Region 5,2003,25,31
Region 6,2003,25,8
Region 7,2003,25,23
Region 8,2003,25,1
Region 9,2003,25,78
Region 10,2003,25,0
Region 1,2003,26,10
Region 2,2003,26,33
Region 3,2003,26,84
Region 4,2003,26,112
Region 5,2003,26,46
Region 6,2003,26,18
Region 7,2003,26,22
Region 8,2003,26,0
Region 9,2003,26,115
Region 10,2003,26,1
Region 1,2003,27,7
Region 2,2003,27,29
Region 3,2003,27,66
Region 4,2003,27,62
Region 5,2003,27,37
Region 6,2003,27,6
Region 7,2003,27,18
Region 8,2003,27,4
Region 9,2003,27,89
Region 10,2003,27,0
Region 1,2003,28,8
Region 2,2003,28,50
Region 3,2003,28,82
Region 4,2003,28,119
Region 5,2003,28,41
Region 6,2003,28,8
Region 7,2003,28,25
Region 8,2003,28,0
Region 9,2003,28,107
Region 10,2003,28,1
Region 1,2003,29,7
Region 2,2003,29,36
Region 3,2003,29,47
Region 4,2003,29,146
Region 5,2003,29,25
Region 6,2003,29,11
Region 7,2003,29,23
Region 8,2003,29,0
Region 9,2003,29,69
Region 10,2003,29,1
Region 1,2003,30,9
Region 2,2003,30,55
Region 3,2003,30,48
Region 4,2003,30,178
Region 5,2003,30,28
Region 6,2003,30,9
Region 7,2003,30,16
Region 8,2003,30,1
Region 9,2003,30,74
Region 10,2003,30,2
Region 1,2003,31,9
Region 2,2003,31,39
Region 3,2003,31,53
Region 4,2003,31,107
Region 5,2003,31,47
Region 6,2003,31,3
Region 7,2003,31,22
Region 8,2003,31,3
Region 9,2003,31,77
Region 10,2003,31,1
Region 1,2003,32,15
Region 2,2003,32,39
Region 3,2003,32,66
Region 4,2003,32,154
Region 5,2003,32,50
Region 6,2003,32,13
Region 7,2003,32,20
Region 8,2003,32,0
Region 9,2003,32,86
Region 10,2003,32,0
Region 1,2003,33,9
Region 2,2003,33,41
Region 3,2003,33,63
Region 4,2003,33,142
Region 5,2003,33,39
Region 6,2003,33,14
Region 7,2003,33,17
Region 8,2003,33,1
Region 9,2003,33,95
Region 10,2003,33,0
Region 1,2003,34,9
Region 2,2003,34,65
Region 3,2003,34,52
Region 4,2003,34,147
Region 5,2003,34,42
Region 6,2003,34,11
Region 7,2003,34,20
Region 8,2003,34,0
Region 9,2003,34,104
Region 10,2003,34,0
Region 1,2003,35,20
Region 2,2003,35,54
Region 3,2003,35,59
Region 4,2003,35,143
Region 5,2003,35,49
Region 6,2003,35,13
Region 7,2003,35,22
Region 8,2003,35,2
Region 9,2003,35,101
Region 10,2003,35,0
Region 1,2003,36,11
Region 2,2003,36,49
Region 3,2003,36,70
Region 4,2003,36,178
Region 5,2003,36,42
Region 6,2003,36,16
Region 7,2003,36,20
Region 8,2003,36,1
Region 9,2003,36,132
Region 10,2003,36,0
Region 1,2003,37,5
Region 2,2003,37,62
Region 3,2003,37,78
Region 4,2003,37,111
Region 5,2003,37,43
Region 6,2003,37,18
Region 7,2003,37,46
Region 8,2003,37,2
Region 9,2003,37,109
Region 10,2003,37,1
Region 1,2003,38,5
Region 2,2003,38,65
Region 3,2003,38,93
Region 4,2003,38,59
Region 5,2003,38,49
Region 6,2003,38,16
Region 7,2003,38,55
Region 8,2003,38,1
Region 9,2003,38,115
Region 10,2003,38,3
Region 1,2003,39,32
Region 2,2003,39,92
Region 3,2003,39,76
Region 4,2003,39,92
Region 5,2003,39,62
Region 6,2003,39,25
Region 7,2003,39,40
Region 8,2003,39,1
Region 9,2003,39,110
Region 10,2003,39,3
Region 1,2003,40,86
Region 2,2003,40,118
Region 3,2003,40,163
Region 4,2003,40,744
Region 5,2003,40,458
Region 6,2003,40,76
Region 7,2003,40,94
Region 8,2003,40,123
Region 9,2003,40,556
Region 10,2003,40,24
Region 1,2003,41,84
Region 2,2003,41,175
Region 3,2003,41,176
Region 4,2003,41,988
Region 5,2003,41,494
Region 6,2003,41,128
Region 7,2003,41,154
Region 8,2003,41,255
Region 9,2003,41,454
Region 10,2003,41,24
Region 1,2003,42,116
Region 2,2003,42,169
Region 3,2003,42,163
Region 4,2003,42,1038
Region 5,2003,42,497
Region 6,2003,42,162
Region 7,2003,42,114
Region 8,2003,42,306
Region 9,2003,42,430
Region 10,2003,42,36
Region 1,2003,43,123
Region 2,2003,43,179
Region 3,2003,43,173
Region 4,2003,43,1239
Region 5,2003,43,569
Region 6,2003,43,358
Region 7,2003,43,143
Region 8,2003,43,197
Region 9,2003,43,450
Region 10,2003,43,44
Region 1,2003,44,168
Region 2,2003,44,233
Region 3,2003,44,334
Region 4,2003,44,1556
Region 5,2003,44,526
Region 6,2003,44,720
Region 7,2003,44,180
Region 8,2003,44,371
Region 9,2003,44,518
Region 10,2003,44,84
Region 1,2003,45,186
Region 2,2003,45,243
Region 3,2003,45,351
Region 4,2003,45,1720
Region 5,2003,45,608
Region 6,2003,45,1360
Region 7,2003,45,156
Region 8,2003,45,513
Region 9,2003,45,564
Region 10,2003,45,89
Region 1,2003,46,199
Region 2,2003,46,326
Region 3,2003,46,512
Region 4,2003,46,2108
Region 5,2003,46,892
Region 6,2003,46,1419
Region 7,2003,46,235
Region 8,2003,46,1591
Region 9,2003,46,944
Region 10,2003,46,159
Region 1,2003,47,275
Region 2,2003,47,376
Region 3,2003,47,748
Region 4,2003,47,2385
Region 5,2003,47,1225
Region 6,2003,47,1316
Region 7,2003,47,238
Region 8,2003,47,2928
Region 9,2003,47,1341
Region 10,2003,47,309
Region 1,2003,48,259
Region 2,2003,48,330
Region 3,2003,48,882
Region 4,2003,48,2420
Region 5,2003,48,1432
Region 6,2003,48,952
Region 7,2003,48,489
Region 8,2003,48,2938
Region 9,2003,48,1707
Region 10,2003,48,333
Region 1,2003,49,563
Region 2,2003,49,665
Region 3,2003,49,1153
Region 4,2003,49,5032
Region 5,2003,49,2839
Region 6,2003,49,1715
Region 7,2003,49,879
Region 8,2003,49,3201
Region 9,2003,49,2517
Region 10,2003,49,384
Region 1,2003,50,1225
Region 2,2003,50,1358
Region 3,2003,50,1485
Region 4,2003,50,7102
Region 5,2003,50,5247
Region 6,2003,50,1420
Region 7,2003,50,1861
Region 8,2003,50,2367
Region 9,2003,50,2547
Region 10,2003,50,350
Region 1,2003,51,1501
Region 2,2003,51,1394
Region 3,2003,51,1621
Region 4,2003,51,7246
Region 5,2003,51,5754
Region 6,2003,51,1021
Region 7,2003,51,1180
Region 8,2003,51,1475
Region 9,2003,51,2217
Region 10,2003,51,290
Region 1,2003,52,1134
Region 2,2003,52,1065
Region 3,2003,52,1352
Region 4,2003,52,4849
Region 5,2003,52,4041
Region 6,2003,52,589
Region 7,2003,52,798
Region 8,2003,52,881
Region 9,2003,52,1588
Region 10,2003,52,118
Region 1,2003,53,931
Region 2,2003,53,622
Region 3,2003,53,1161
Region 4,2003,53,3113
Region 5,2003,53,2650
Region 6,2003,53,472
Region 7,2003,53,422
Region 8,2003,53,690
Region 9,2003,53,1167
Region 10,2003,53,104
Region 1,2004,1,694
Region 2,2004,1,450
Region 3,2004,1,769
Region 4,2004,1,2418
Region 5,2004,1,1486
Region 6,2004,1,329
Region 7,2004,1,219
Region 8,2004,1,512
Region 9,2004,1,659
Region 10,2004,1,66
Region 1,2004,2,422
Region 2,2004,2,290
Region 3,2004,2,591
Region 4,2004,2,1688
Region 5,2004,2,1091
Region 6,2004,2,305
Region 7,2004,2,145
Region 8,2004,2,347
Region 9,2004,2,665
Region 10,2004,2,39
Region 1,2004,3,302
Region 2,2004,3,253
Region 3,2004,3,466
Region 4,2004,3,1447
Region 5,2004,3,920
Region 6,2004,3,229
Region 7,2004,3,155
Region 8,2004,3,450
Region 9,2004,3,688
Region 10,2004,3,51
Region 1,2004,4,174
Region 2,2004,4,244
Region 3,2004,4,341
Region 4,2004,4,1487
Region 5,2004,4,765
Region 6,2004,4,259
Region 7,2004,4,139
Region 8,2004,4,405
Region 9,2004,4,553
Region 10,2004,4,69
Region 1,2004,5,131
Region 2,2004,5,218
Region 3,2004,5,382
Region 4,2004,5,1305
Region 5,2004,5,819
Region 6,2004,5,167
Region 7,2004,5,114
Region 8,2004,5,389
Region 9,2004,5,682
Region 10,2004,5,44
Region 1,2004,6,116
Region 2,2004,6,176
Region 3,2004,6,508
Region 4,2004,6,1143
Region 5,2004,6,705
Region 6,2004,6,140
Region 7,2004,6,138
Region 8,2004,6,329
Region 9,2004,6,518
Region 10,2004,6,51
Region 1,2004,7,100
Region 2,2004,7,199
Region 3,2004,7,477
Region 4,2004,7,1161
Region 5,2004,7,564
Region 6,2004,7,130
Region 7,2004,7,128
Region 8,2004,7,286
Region 9,2004,7,611
Region 10,2004,7,35
Region 1,2004,8,79
Region 2,2004,8,176
Region 3,2004,8,436
Region 4,2004,8,784
Region 5,2004,8,590
Region 6,2004,8,91
Region 7,2004,8,117
Region 8,2004,8,186
Region 9,2004,8,432
Region 10,2004,8,25
Region 1,2004,9,63
Region 2,2004,9,113
Region 3,2004,9,401
Region 4,2004,9,789
Region 5,2004,9,505
Region 6,2004,9,94
Region 7,2004,9,106
Region 8,2004,9,224
Region 9,2004,9,421
Region 10,2004,9,28
Region 1,2004,10,63
Region 2,2004,10,145
Region 3,2004,10,517
Region 4,2004,10,668
Region 5,2004,10,534
Region 6,2004,10,71
Region 7,2004,10,122
Region 8,2004,10,172
Region 9,2004,10,387
Region 10,2004,10,29
Region 1,2004,11,61
Region 2,2004,11,121
Region 3,2004,11,411
Region 4,2004,11,716
Region 5,2004,11,476
Region 6,2004,11,61
Region 7,2004,11,59
Region 8,2004,11,166
Region 9,2004,11,397
Region 10,2004,11,19
Region 1,2004,12,57
Region 2,2004,12,142
Region 3,2004,12,384
Region 4,2004,12,577
Region 5,2004,12,491
Region 6,2004,12,56
Region 7,2004,12,76
Region 8,2004,12,152
Region 9,2004,12,352
Region 10,2004,12,13
Region 1,2004,13,48
Region 2,2004,13,141
Region 3,2004,13,386
Region 4,2004,13,462
Region 5,2004,13,353
Region 6,2004,13,47
Region 7,2004,13,38
Region 8,2004,13,96
Region 9,2004,13,274
Region 10,2004,13,13
Region 1,2004,14,30
Region 2,2004,14,104
Region 3,2004,14,251
Region 4,2004,14,508
Region 5,2004,14,353
Region 6,2004,14,45
Region 7,2004,14,44
Region 8,2004,14,96
Region 9,2004,14,264
Region 10,2004,14,10
Region 1,2004,15,34
Region 2,2004,15,89
Region 3,2004,15,334
Region 4,2004,15,469
Region 5,2004,15,383
Region 6,2004,15,39
Region 7,2004,15,43
Region 8,2004,15,89
Region 9,2004,15,253
Region 10,2004,15,16
Region 1,2004,16,38
Region 2,2004,16,106
Region 3,2004,16,306
Region 4,2004,16,483
Region 5,2004,16,342
Region 6,2004,16,30
Region 7,2004,16,25
Region 8,2004,16,66
Region 9,2004,16,211
Region 10,2004,16,8
Region 1,2004,17,23
Region 2,2004,17,79
Region 3,2004,17,257
Region 4,2004,17,412
Region 5,2004,17,280
Region 6,2004,17,28
Region 7,2004,17,35
Region 8,2004,17,14
Region 9,2004,17,191
Region 10,2004,17,12
Region 1,2004,18,22
Region 2,2004,18,83
Region 3,2004,18,228
Region 4,2004,18,401
Region 5,2004,18,325
Region 6,2004,18,23
Region 7,2004,18,63
Region 8,2004,18,12
Region 9,2004,18,223
Region 10,2004,18,14
Region 1,2004,19,29
Region 2,2004,19,89
