REGION,YEAR,WEEK,ILITOTAL
Rhode Island,2021,38,43
South Carolina,2021,38,159
South Dakota,2021,38,95
Tennessee,2021,38,559
Texas,2021,38,1163
Utah,2021,38,398
Vermont,2021,38,42
Virginia,2021,38,3260
Washington,2021,38,555
West Virginia,2021,38,39
Wisconsin,2021,38,325
Wyoming,2021,38,46
Commonwealth of the Northern Mariana Islands,2021,38,X
Puerto Rico,2021,38,166
Virgin Islands,2021,38,6
New York City,2021,38,1674
Alabama,2021,39,699
Alaska,2021,39,44
Arizona,2021,39,195
Arkansas,2021,39,192
California,2021,39,1175
Colorado,2021,39,851
Connecticut,2021,39,713
Delaware,2021,39,102
District of Columbia,2021,39,155
Florida,2021,39,6066
Georgia,2021,39,1634
Hawaii,2021,39,16
Idaho,2021,39,182
Illinois,2021,39,937
Indiana,2021,39,736
Iowa,2021,39,72
Kansas,2021,39,134
Kentucky,2021,39,571
Louisiana,2021,39,346
Maine,2021,39,169
Maryland,2021,39,865
Massachusetts,2021,39,1011
Michigan,2021,39,68
Minnesota,2021,39,388
Mississippi,2021,39,106
Missouri,2021,39,553
Montana,2021,39,153
Nebraska,2021,39,216
Nevada,2021,39,169
New Hampshire,2021,39,0
New Jersey,2021,39,1079
New Mexico,2021,39,541
New York,2021,39,1212
North Carolina,2021,39,1320
North Dakota,2021,39,77
Ohio,2021,39,173
Oklahoma,2021,39,36
Oregon,2021,39,366
Pennsylvania,2021,39,1169
Rhode Island,2021,39,46
South Carolina,2021,39,172
South Dakota,2021,39,121
Tennessee,2021,39,548
Texas,2021,39,1123
Utah,2021,39,436
Vermont,2021,39,39
Virginia,2021,39,0
Washington,2021,39,548
West Virginia,2021,39,39
Wisconsin,2021,39,337
Wyoming,2021,39,41
Commonwealth of the Northern Mariana Islands,2021,39,X
Puerto Rico,2021,39,154
Virgin Islands,2021,39,4
New York City,2021,39,1818
Alabama,2021,40,761
Alaska,2021,40,44
Arizona,2021,40,200
Arkansas,2021,40,260
California,2021,40,1971
Colorado,2021,40,1012
Connecticut,2021,40,775
Delaware,2021,40,121
District of Columbia,2021,40,330
Florida,2021,40,6106
Georgia,2021,40,1702
Hawaii,2021,40,22
Idaho,2021,40,164
Illinois,2021,40,813
Indiana,2021,40,779
Iowa,2021,40,93
Kansas,2021,40,234
Kentucky,2021,40,638
Louisiana,2021,40,456
Maine,2021,40,192
Maryland,2021,40,955
Massachusetts,2021,40,955
Michigan,2021,40,1408
Minnesota,2021,40,1702
Mississippi,2021,40,312
Missouri,2021,40,482
Montana,2021,40,105
Nebraska,2021,40,315
Nevada,2021,40,222
New Hampshire,2021,40,0
New Jersey,2021,40,1063
New Mexico,2021,40,559
New York,2021,40,1349
North Carolina,2021,40,1288
North Dakota,2021,40,79
Ohio,2021,40,1325
Oklahoma,2021,40,98
Oregon,2021,40,511
Pennsylvania,2021,40,1203
Rhode Island,2021,40,53
South Carolina,2021,40,401
South Dakota,2021,40,74
Tennessee,2021,40,522
Texas,2021,40,1314
Utah,2021,40,394
Vermont,2021,40,62
Virginia,2021,40,2848
Washington,2021,40,531
West Virginia,2021,40,279
Wisconsin,2021,40,274
Wyoming,2021,40,57
Commonwealth of the Northern Mariana Islands,2021,40,X
Puerto Rico,2021,40,247
Virgin Islands,2021,40,7
New York City,2021,40,1845
Alabama,2021,41,743
Alaska,2021,41,46
Arizona,2021,41,179
Arkansas,2021,41,218
California,2021,41,1828
Colorado,2021,41,1021
Connecticut,2021,41,832
Delaware,2021,41,108
District of Columbia,2021,41,308
Florida,2021,41,6223
Georgia,2021,41,1818
Hawaii,2021,41,16
Idaho,2021,41,174
Illinois,2021,41,797
Indiana,2021,41,720
Iowa,2021,41,100
Kansas,2021,41,185
Kentucky,2021,41,619
Louisiana,2021,41,401
Maine,2021,41,208
Maryland,2021,41,826
Massachusetts,2021,41,912
Michigan,2021,41,1242
Minnesota,2021,41,1594
Mississippi,2021,41,279
Missouri,2021,41,491
Montana,2021,41,116
Nebraska,2021,41,287
Nevada,2021,41,182
New Hampshire,2021,41,6
New Jersey,2021,41,929
New Mexico,2021,41,558
New York,2021,41,1197
North Carolina,2021,41,1201
North Dakota,2021,41,81
Ohio,2021,41,1295
Oklahoma,2021,41,157
Oregon,2021,41,524
Pennsylvania,2021,41,1083
Rhode Island,2021,41,58
South Carolina,2021,41,379
South Dakota,2021,41,73
Tennessee,2021,41,476
Texas,2021,41,1157
Utah,2021,41,419
Vermont,2021,41,51
Virginia,2021,41,2475
Washington,2021,41,535
West Virginia,2021,41,182
Wisconsin,2021,41,231
Wyoming,2021,41,105
Commonwealth of the Northern Mariana Islands,2021,41,X
Puerto Rico,2021,41,202
Virgin Islands,2021,41,5
New York City,2021,41,1761
Alabama,2021,42,772
Alaska,2021,42,41
Arizona,2021,42,188
Arkansas,2021,42,220
California,2021,42,2023
Colorado,2021,42,917
Connecticut,2021,42,676
Delaware,2021,42,109
District of Columbia,2021,42,289
Florida,2021,42,6395
Georgia,2021,42,1595
Hawaii,2021,42,19
Idaho,2021,42,131
Illinois,2021,42,843
Indiana,2021,42,669
Iowa,2021,42,67
Kansas,2021,42,180
Kentucky,2021,42,524
Louisiana,2021,42,372
Maine,2021,42,185
Maryland,2021,42,759
Massachusetts,2021,42,836
Michigan,2021,42,1221
Minnesota,2021,42,1424
Mississippi,2021,42,330
Missouri,2021,42,409
Montana,2021,42,136
Nebraska,2021,42,313
Nevada,2021,42,214
New Hampshire,2021,42,7
New Jersey,2021,42,855
New Mexico,2021,42,634
New York,2021,42,1065
North Carolina,2021,42,1048
North Dakota,2021,42,119
Ohio,2021,42,1197
Oklahoma,2021,42,120
Oregon,2021,42,520
Pennsylvania,2021,42,446
Rhode Island,2021,42,47
South Carolina,2021,42,361
South Dakota,2021,42,83
Tennessee,2021,42,464
Texas,2021,42,1150
Utah,2021,42,447
Vermont,2021,42,49
Virginia,2021,42,2240
Washington,2021,42,526
West Virginia,2021,42,187
Wisconsin,2021,42,242
Wyoming,2021,42,83
Commonwealth of the Northern Mariana Islands,2021,42,X
Puerto Rico,2021,42,272
Virgin Islands,2021,42,8
New York City,2021,42,1655
Alabama,2021,43,767
Alaska,2021,43,43
Arizona,2021,43,208
Arkansas,2021,43,209
California,2021,43,2044
Colorado,2021,43,945
Connecticut,2021,43,661
Delaware,2021,43,94
District of Columbia,2021,43,332
Florida,2021,43,6495
Georgia,2021,43,1758
Hawaii,2021,43,26
Idaho,2021,43,141
Illinois,2021,43,840
Indiana,2021,43,679
Iowa,2021,43,75
Kansas,2021,43,180
Kentucky,2021,43,575
Louisiana,2021,43,371
Maine,2021,43,213
Maryland,2021,43,827
Massachusetts,2021,43,769
Michigan,2021,43,1192
Minnesota,2021,43,1585
Mississippi,2021,43,349
Missouri,2021,43,423
Montana,2021,43,126
Nebraska,2021,43,330
Nevada,2021,43,236
New Hampshire,2021,43,10
New Jersey,2021,43,858
New Mexico,2021,43,665
New York,2021,43,1021
North Carolina,2021,43,1133
North Dakota,2021,43,86
Ohio,2021,43,1157
Oklahoma,2021,43,93
Oregon,2021,43,509
Pennsylvania,2021,43,947
Rhode Island,2021,43,100
South Carolina,2021,43,375
South Dakota,2021,43,94
Tennessee,2021,43,428
Texas,2021,43,1089
Utah,2021,43,489
Vermont,2021,43,49
Virginia,2021,43,2229
Washington,2021,43,496
West Virginia,2021,43,167
Wisconsin,2021,43,213
Wyoming,2021,43,89
Commonwealth of the Northern Mariana Islands,2021,43,X
Puerto Rico,2021,43,319
Virgin Islands,2021,43,4
New York City,2021,43,1509
Alabama,2021,44,856
Alaska,2021,44,45
Arizona,2021,44,286
Arkansas,2021,44,274
California,2021,44,2006
Colorado,2021,44,1056
Connecticut,2021,44,794
Delaware,2021,44,87
District of Columbia,2021,44,95
Florida,2021,44,7710
Georgia,2021,44,2063
Hawaii,2021,44,23
Idaho,2021,44,158
Illinois,2021,44,892
Indiana,2021,44,795
Iowa,2021,44,101
Kansas,2021,44,198
Kentucky,2021,44,753
Louisiana,2021,44,444
Maine,2021,44,212
Maryland,2021,44,767
Massachusetts,2021,44,875
Michigan,2021,44,1356
Minnesota,2021,44,1670
Mississippi,2021,44,433
Missouri,2021,44,491
Montana,2021,44,140
Nebraska,2021,44,294
Nevada,2021,44,183
New Hampshire,2021,44,14
New Jersey,2021,44,804
New Mexico,2021,44,842
New York,2021,44,866
North Carolina,2021,44,1131
North Dakota,2021,44,119
Ohio,2021,44,1243
Oklahoma,2021,44,135
Oregon,2021,44,494
Pennsylvania,2021,44,994
Rhode Island,2021,44,346
South Carolina,2021,44,418
South Dakota,2021,44,101
Tennessee,2021,44,531
Texas,2021,44,1290
Utah,2021,44,591
Vermont,2021,44,55
Virginia,2021,44,2050
Washington,2021,44,531
West Virginia,2021,44,153
Wisconsin,2021,44,254
Wyoming,2021,44,100
Commonwealth of the Northern Mariana Islands,2021,44,X
Puerto Rico,2021,44,302
Virgin Islands,2021,44,6
New York City,2021,44,1576
Alabama,2021,45,985
Alaska,2021,45,53
Arizona,2021,45,276
Arkansas,2021,45,342
California,2021,45,2157
Colorado,2021,45,1112
Connecticut,2021,45,773
Delaware,2021,45,88
District of Columbia,2021,45,122
Florida,2021,45,7877
Georgia,2021,45,2850
Hawaii,2021,45,21
Idaho,2021,45,140
Illinois,2021,45,955
Indiana,2021,45,945
Iowa,2021,45,105
Kansas,2021,45,238
Kentucky,2021,45,624
Louisiana,2021,45,542
Maine,2021,45,203
Maryland,2021,45,839
Massachusetts,2021,45,1028
Michigan,2021,45,1643
Minnesota,2021,45,1679
Mississippi,2021,45,455
Missouri,2021,45,553
Montana,2021,45,128
Nebraska,2021,45,293
Nevada,2021,45,197
New Hampshire,2021,45,14
New Jersey,2021,45,1028
New Mexico,2021,45,958
New York,2021,45,1294
North Carolina,2021,45,1306
North Dakota,2021,45,100
Ohio,2021,45,1474
Oklahoma,2021,45,300
Oregon,2021,45,490
Pennsylvania,2021,45,1257
Rhode Island,2021,45,209
South Carolina,2021,45,558
South Dakota,2021,45,82
Tennessee,2021,45,657
Texas,2021,45,1342
Utah,2021,45,616
Vermont,2021,45,70
Virginia,2021,45,2215
Washington,2021,45,520
West Virginia,2021,45,173
Wisconsin,2021,45,263
Wyoming,2021,45,71
Commonwealth of the Northern Mariana Islands,2021,45,X
Puerto Rico,2021,45,237
Virgin Islands,2021,45,6
New York City,2021,45,1680
Alabama,2021,46,1184
Alaska,2021,46,46
Arizona,2021,46,254
Arkansas,2021,46,379
California,2021,46,2118
Colorado,2021,46,1123
Connecticut,2021,46,791
Delaware,2021,46,107
District of Columbia,2021,46,304
Florida,2021,46,8244
Georgia,2021,46,3092
Hawaii,2021,46,26
Idaho,2021,46,144
Illinois,2021,46,1094
Indiana,2021,46,1023
Iowa,2021,46,90
Kansas,2021,46,244
Kentucky,2021,46,747
Louisiana,2021,46,566
Maine,2021,46,223
Maryland,2021,46,848
Massachusetts,2021,46,1150
Michigan,2021,46,1493
Minnesota,2021,46,1720
Mississippi,2021,46,592
Missouri,2021,46,549
Montana,2021,46,127
Nebraska,2021,46,357
Nevada,2021,46,207
New Hampshire,2021,46,9
New Jersey,2021,46,1002
New Mexico,2021,46,887
New York,2021,46,1371
North Carolina,2021,46,1357
North Dakota,2021,46,89
Ohio,2021,46,1515
Oklahoma,2021,46,192
Oregon,2021,46,459
Pennsylvania,2021,46,1396
Rhode Island,2021,46,417
South Carolina,2021,46,643
South Dakota,2021,46,117
Tennessee,2021,46,870
Texas,2021,46,1811
Utah,2021,46,641
Vermont,2021,46,68
Virginia,2021,46,2432
Washington,2021,46,574
West Virginia,2021,46,143
Wisconsin,2021,46,249
Wyoming,2021,46,93
Commonwealth of the Northern Mariana Islands,2021,46,X
Puerto Rico,2021,46,248
Virgin Islands,2021,46,8
New York City,2021,46,1622
Alabama,2021,47,1011
Alaska,2021,47,39
Arizona,2021,47,312
Arkansas,2021,47,408
California,2021,47,2073
Colorado,2021,47,887
Connecticut,2021,47,888
Delaware,2021,47,98
District of Columbia,2021,47,77
Florida,2021,47,7471
Georgia,2021,47,2438
Hawaii,2021,47,21
Idaho,2021,47,161
Illinois,2021,47,1169
Indiana,2021,47,978
Iowa,2021,47,86
Kansas,2021,47,203
Kentucky,2021,47,921
Louisiana,2021,47,659
Maine,2021,47,245
Maryland,2021,47,808
Massachusetts,2021,47,1258
Michigan,2021,47,1194
Minnesota,2021,47,1453
Mississippi,2021,47,482
Missouri,2021,47,557
Montana,2021,47,105
Nebraska,2021,47,370
Nevada,2021,47,229
New Hampshire,2021,47,6
New Jersey,2021,47,986
New Mexico,2021,47,865
New York,2021,47,1244
North Carolina,2021,47,1310
North Dakota,2021,47,108
Ohio,2021,47,1496
Oklahoma,2021,47,156
Oregon,2021,47,506
Pennsylvania,2021,47,1181
Rhode Island,2021,47,132
South Carolina,2021,47,740
South Dakota,2021,47,113
Tennessee,2021,47,685
Texas,2021,47,1404
Utah,2021,47,606
Vermont,2021,47,60
Virginia,2021,47,2486
Washington,2021,47,464
West Virginia,2021,47,91
Wisconsin,2021,47,289
Wyoming,2021,47,36
Commonwealth of the Northern Mariana Islands,2021,47,X
Puerto Rico,2021,47,177
Virgin Islands,2021,47,5
New York City,2021,47,1560
Alabama,2021,48,1321
Alaska,2021,48,63
Arizona,2021,48,319
Arkansas,2021,48,502
California,2021,48,2358
Colorado,2021,48,1120
Connecticut,2021,48,1200
Delaware,2021,48,156
District of Columbia,2021,48,149
Florida,2021,48,8008
Georgia,2021,48,2835
Hawaii,2021,48,14
Idaho,2021,48,166
Illinois,2021,48,1487
Indiana,2021,48,1325
Iowa,2021,48,143
Kansas,2021,48,345
Kentucky,2021,48,1307
Louisiana,2021,48,783
Maine,2021,48,285
Maryland,2021,48,1064
Massachusetts,2021,48,1898
Michigan,2021,48,1227
Minnesota,2021,48,1722
Mississippi,2021,48,479
Missouri,2021,48,772
Montana,2021,48,91
Nebraska,2021,48,492
Nevada,2021,48,263
New Hampshire,2021,48,20
New Jersey,2021,48,1262
New Mexico,2021,48,1205
New York,2021,48,1592
North Carolina,2021,48,1943
North Dakota,2021,48,128
Ohio,2021,48,1730
Oklahoma,2021,48,184
Oregon,2021,48,588
Pennsylvania,2021,48,1410
Rhode Island,2021,48,183
South Carolina,2021,48,995
South Dakota,2021,48,116
Tennessee,2021,48,1040
Texas,2021,48,1331
Utah,2021,48,584
Vermont,2021,48,60
Virginia,2021,48,3094
Washington,2021,48,591
West Virginia,2021,48,196
Wisconsin,2021,48,302
Wyoming,2021,48,45
Commonwealth of the Northern Mariana Islands,2021,48,X
Puerto Rico,2021,48,252
Virgin Islands,2021,48,9
New York City,2021,48,1958
Alabama,2021,49,1518
Alaska,2021,49,62
Arizona,2021,49,239
Arkansas,2021,49,520
California,2021,49,2345
Colorado,2021,49,1134
Connecticut,2021,49,1352
Delaware,2021,49,212
District of Columbia,2021,49,347
Florida,2021,49,8541
Georgia,2021,49,2806
Hawaii,2021,49,28
Idaho,2021,49,146
Illinois,2021,49,1580
Indiana,2021,49,1363
Iowa,2021,49,235
Kansas,2021,49,408
Kentucky,2021,49,1169
Louisiana,2021,49,893
Maine,2021,49,228
Maryland,2021,49,1168
Massachusetts,2021,49,2079
Michigan,2021,49,1131
Minnesota,2021,49,1709
Mississippi,2021,49,478
Missouri,2021,49,708
Montana,2021,49,77
Nebraska,2021,49,421
Nevada,2021,49,227
New Hampshire,2021,49,47
New Jersey,2021,49,1391
New Mexico,2021,49,962
New York,2021,49,1860
North Carolina,2021,49,1969
North Dakota,2021,49,139
Ohio,2021,49,1888
Oklahoma,2021,49,328
Oregon,2021,49,567
Pennsylvania,2021,49,1470
Rhode Island,2021,49,235
South Carolina,2021,49,1014
South Dakota,2021,49,135
Tennessee,2021,49,1113
Texas,2021,49,1656
Utah,2021,49,567
Vermont,2021,49,63
Virginia,2021,49,3220
Washington,2021,49,550
West Virginia,2021,49,132
Wisconsin,2021,49,277
Wyoming,2021,49,65
Commonwealth of the Northern Mariana Islands,2021,49,X
Puerto Rico,2021,49,231
Virgin Islands,2021,49,4
New York City,2021,49,2038
Alabama,2021,50,1671
Alaska,2021,50,106
Arizona,2021,50,252
Arkansas,2021,50,433
California,2021,50,2366
Colorado,2021,50,1226
Connecticut,2021,50,1324
Delaware,2021,50,235
District of Columbia,2021,50,361
Florida,2021,50,10798
Georgia,2021,50,3506
Hawaii,2021,50,35
Idaho,2021,50,176
Illinois,2021,50,1728
Indiana,2021,50,1492
Iowa,2021,50,236
Kansas,2021,50,407
Kentucky,2021,50,1243
Louisiana,2021,50,1087
Maine,2021,50,253
Maryland,2021,50,1518
Massachusetts,2021,50,2049
Michigan,2021,50,1061
Minnesota,2021,50,1949
Mississippi,2021,50,529
Missouri,2021,50,818
Montana,2021,50,91
Nebraska,2021,50,413
Nevada,2021,50,259
New Hampshire,2021,50,28
New Jersey,2021,50,1728
New Mexico,2021,50,912
New York,2021,50,2083
North Carolina,2021,50,1858
North Dakota,2021,50,148
Ohio,2021,50,2355
Oklahoma,2021,50,314
Oregon,2021,50,563
Pennsylvania,2021,50,1534
Rhode Island,2021,50,244
South Carolina,2021,50,1224
South Dakota,2021,50,187
Tennessee,2021,50,1350
Texas,2021,50,1833
Utah,2021,50,607
Vermont,2021,50,59
Virginia,2021,50,3684
Washington,2021,50,592
West Virginia,2021,50,195
Wisconsin,2021,50,297
Wyoming,2021,50,54
Commonwealth of the Northern Mariana Islands,2021,50,X
Puerto Rico,2021,50,377
Virgin Islands,2021,50,6
New York City,2021,50,2671
Alabama,2021,51,2033
Alaska,2021,51,183
Arizona,2021,51,253
Arkansas,2021,51,445
California,2021,51,3243
Colorado,2021,51,1224
Connecticut,2021,51,1550
Delaware,2021,51,180
District of Columbia,2021,51,105
Florida,2021,51,14231
Georgia,2021,51,5437
Hawaii,2021,51,25
Idaho,2021,51,252
Illinois,2021,51,2303
Indiana,2021,51,1621
Iowa,2021,51,152
Kansas,2021,51,424
Kentucky,2021,51,1297
Louisiana,2021,51,1771
Maine,2021,51,226
Maryland,2021,51,2631
Massachusetts,2021,51,2230
Michigan,2021,51,1264
Minnesota,2021,51,1916
Mississippi,2021,51,551
Missouri,2021,51,1026
Montana,2021,51,135
Nebraska,2021,51,502
Nevada,2021,51,350
New Hampshire,2021,51,6
New Jersey,2021,51,2720
New Mexico,2021,51,967
New York,2021,51,2215
North Carolina,2021,51,2175
North Dakota,2021,51,293
Ohio,2021,51,2359
Oklahoma,2021,51,410
Oregon,2021,51,633
Pennsylvania,2021,51,1781
Rhode Island,2021,51,177
South Carolina,2021,51,1402
South Dakota,2021,51,240
Tennessee,2021,51,1830
Texas,2021,51,1801
Utah,2021,51,598
Vermont,2021,51,60
Virginia,2021,51,5786
Washington,2021,51,678
West Virginia,2021,51,148
Wisconsin,2021,51,402
Wyoming,2021,51,60
Commonwealth of the Northern Mariana Islands,2021,51,X
Puerto Rico,2021,51,534
Virgin Islands,2021,51,33
New York City,2021,51,4338
Alabama,2021,52,3445
Alaska,2021,52,128
Arizona,2021,52,252
Arkansas,2021,52,589
California,2021,52,5210
Colorado,2021,52,1636
Connecticut,2021,52,2444
Delaware,2021,52,288
District of Columbia,2021,52,111
Florida,2021,52,20459
Georgia,2021,52,8028
Hawaii,2021,52,41
Idaho,2021,52,233
Illinois,2021,52,2929
Indiana,2021,52,1849
Iowa,2021,52,150
Kansas,2021,52,574
Kentucky,2021,52,1829
Louisiana,2021,52,2840
Maine,2021,52,275
Maryland,2021,52,2783
Massachusetts,2021,52,3150
Michigan,2021,52,1645
Minnesota,2021,52,1839
Mississippi,2021,52,1012
Missouri,2021,52,1518
Montana,2021,52,206
Nebraska,2021,52,677
Nevada,2021,52,405
New Hampshire,2021,52,10
New Jersey,2021,52,3233
New Mexico,2021,52,1396
New York,2021,52,2698
North Carolina,2021,52,4036
North Dakota,2021,52,343
Ohio,2021,52,2827
Oklahoma,2021,52,842
Oregon,2021,52,992
Pennsylvania,2021,52,2852
Rhode Island,2021,52,210
South Carolina,2021,52,2341
South Dakota,2021,52,247
Tennessee,2021,52,2373
Texas,2021,52,3378
Utah,2021,52,748
Vermont,2021,52,58
Virginia,2021,52,10740
Washington,2021,52,897
West Virginia,2021,52,190
Wisconsin,2021,52,564
Wyoming,2021,52,51
Commonwealth of the Northern Mariana Islands,2021,52,X
Puerto Rico,2021,52,473
Virgin Islands,2021,52,15
New York City,2021,52,5796
Alabama,2022,1,2709
Alaska,2022,1,130
Arizona,2022,1,337
Arkansas,2022,1,545
California,2022,1,5700
Colorado,2022,1,1535
Connecticut,2022,1,1591
Delaware,2022,1,210
District of Columbia,2022,1,216
Florida,2022,1,17674
Georgia,2022,1,5135
Hawaii,2022,1,43
Idaho,2022,1,225
Illinois,2022,1,2692
Indiana,2022,1,1597
Iowa,2022,1,210
Kansas,2022,1,545
Kentucky,2022,1,1445
Louisiana,2022,1,1636
Maine,2022,1,271
Maryland,2022,1,1665
Massachusetts,2022,1,2317
Michigan,2022,1,1368
Minnesota,2022,1,1060
Mississippi,2022,1,1203
Missouri,2022,1,1190
Montana,2022,1,187
Nebraska,2022,1,588
Nevada,2022,1,460
New Hampshire,2022,1,8
New Jersey,2022,1,1900
New Mexico,2022,1,1843
New York,2022,1,1880
North Carolina,2022,1,3610
North Dakota,2022,1,290
Ohio,2022,1,2300
Oklahoma,2022,1,546
Oregon,2022,1,1311
Pennsylvania,2022,1,2149
Rhode Island,2022,1,178
South Carolina,2022,1,1888
South Dakota,2022,1,263
Tennessee,2022,1,1640
Texas,2022,1,3882
Utah,2022,1,810
Vermont,2022,1,80
Virginia,2022,1,8315
Washington,2022,1,1367
West Virginia,2022,1,191
Wisconsin,2022,1,441
Wyoming,2022,1,118
Commonwealth of the Northern Mariana Islands,2022,1,X
Puerto Rico,2022,1,414
Virgin Islands,2022,1,15
New York City,2022,1,3327
Alabama,2022,2,2410
Alaska,2022,2,108
Arizona,2022,2,404
Arkansas,2022,2,560
California,2022,2,4320
Colorado,2022,2,1088
Connecticut,2022,2,887
Delaware,2022,2,131
District of Columbia,2022,2,223
Florida,2022,2,11746
Georgia,2022,2,3951
Hawaii,2022,2,46
Idaho,2022,2,351
Illinois,2022,2,1772
Indiana,2022,2,1482
Iowa,2022,2,167
Kansas,2022,2,506
Kentucky,2022,2,1546
Louisiana,2022,2,1245
Maine,2022,2,237
Maryland,2022,2,924
Massachusetts,2022,2,1238
Michigan,2022,2,989
Minnesota,2022,2,974
Mississippi,2022,2,1002
Missouri,2022,2,1293
Montana,2022,2,183
Nebraska,2022,2,570
Nevada,2022,2,399
New Hampshire,2022,2,9
New Jersey,2022,2,937
New Mexico,2022,2,1723
New York,2022,2,1165
North Carolina,2022,2,2999
North Dakota,2022,2,236
Ohio,2022,2,1666
Oklahoma,2022,2,334
Oregon,2022,2,1211
Pennsylvania,2022,2,1226
Rhode Island,2022,2,122
South Carolina,2022,2,1613
South Dakota,2022,2,193
Tennessee,2022,2,1358
Texas,2022,2,3413
Utah,2022,2,732
Vermont,2022,2,53
Virginia,2022,2,5558
Washington,2022,2,1225
West Virginia,2022,2,257
Wisconsin,2022,2,307
Wyoming,2022,2,173
Commonwealth of the Northern Mariana Islands,2022,2,X
Puerto Rico,2022,2,283
Virgin Islands,2022,2,13
New York City,2022,2,1618
Alabama,2022,3,1795
Alaska,2022,3,102
Arizona,2022,3,340
Arkansas,2022,3,483
California,2022,3,2584
Colorado,2022,3,862
Connecticut,2022,3,583
Delaware,2022,3,68
District of Columbia,2022,3,137
Florida,2022,3,8155
Georgia,2022,3,2638
Hawaii,2022,3,35
Idaho,2022,3,473
Illinois,2022,3,1287
Indiana,2022,3,1097
Iowa,2022,3,87
Kansas,2022,3,413
Kentucky,2022,3,1109
Louisiana,2022,3,854
Maine,2022,3,176
Maryland,2022,3,603
Massachusetts,2022,3,717
Michigan,2022,3,823
Minnesota,2022,3,730
Mississippi,2022,3,696
Missouri,2022,3,1151
Montana,2022,3,198
Nebraska,2022,3,433
Nevada,2022,3,212
New Hampshire,2022,3,8
New Jersey,2022,3,589
New Mexico,2022,3,1311
New York,2022,3,847
North Carolina,2022,3,1964
North Dakota,2022,3,120
Ohio,2022,3,1198
Oklahoma,2022,3,433
Oregon,2022,3,956
Pennsylvania,2022,3,823
Rhode Island,2022,3,111
South Carolina,2022,3,995
South Dakota,2022,3,137
Tennessee,2022,3,1079
Texas,2022,3,2491
Utah,2022,3,477
Vermont,2022,3,32
Virginia,2022,3,3533
Washington,2022,3,800
West Virginia,2022,3,171
Wisconsin,2022,3,209
Wyoming,2022,3,177
Commonwealth of the Northern Mariana Islands,2022,3,X
Puerto Rico,2022,3,190
Virgin Islands,2022,3,7
New York City,2022,3,982
Alabama,2022,4,1213
Alaska,2022,4,63
Arizona,2022,4,225
Arkansas,2022,4,289
California,2022,4,1958
Colorado,2022,4,622
Connecticut,2022,4,358
Delaware,2022,4,62
District of Columbia,2022,4,75
Florida,2022,4,5922
Georgia,2022,4,1884
Hawaii,2022,4,32
Idaho,2022,4,223
Illinois,2022,4,950
Indiana,2022,4,705
Iowa,2022,4,107
Kansas,2022,4,321
Kentucky,2022,4,1030
Louisiana,2022,4,575
Maine,2022,4,117
Maryland,2022,4,442
Massachusetts,2022,4,472
Michigan,2022,4,625
Minnesota,2022,4,587
Mississippi,2022,4,610
Missouri,2022,4,779
Montana,2022,4,119
Nebraska,2022,4,277
Nevada,2022,4,246
New Hampshire,2022,4,7
New Jersey,2022,4,460
New Mexico,2022,4,947
New York,2022,4,621
North Carolina,2022,4,1283
North Dakota,2022,4,182
Ohio,2022,4,937
Oklahoma,2022,4,298
Oregon,2022,4,591
Pennsylvania,2022,4,612
Rhode Island,2022,4,81
South Carolina,2022,4,638
South Dakota,2022,4,96
Tennessee,2022,4,833
Texas,2022,4,1611
Utah,2022,4,358
Vermont,2022,4,39
Virginia,2022,4,2209
Washington,2022,4,690
West Virginia,2022,4,206
Wisconsin,2022,4,140
Wyoming,2022,4,162
Commonwealth of the Northern Mariana Islands,2022,4,X
Puerto Rico,2022,4,130
Virgin Islands,2022,4,6
New York City,2022,4,781
Alabama,2022,5,756
Alaska,2022,5,47
Arizona,2022,5,184
Arkansas,2022,5,204
California,2022,5,1503
Colorado,2022,5,500
Connecticut,2022,5,300
Delaware,2022,5,36
District of Columbia,2022,5,44
Florida,2022,5,5104
Georgia,2022,5,1496
Hawaii,2022,5,17
Idaho,2022,5,144
Illinois,2022,5,635
Indiana,2022,5,481
Iowa,2022,5,111
Kansas,2022,5,235
Kentucky,2022,5,608
Louisiana,2022,5,473
Maine,2022,5,103
Maryland,2022,5,472
Massachusetts,2022,5,420
Michigan,2022,5,541
Minnesota,2022,5,439
Mississippi,2022,5,356
Missouri,2022,5,487
Montana,2022,5,94
Nebraska,2022,5,281
Nevada,2022,5,194
New Hampshire,2022,5,1
New Jersey,2022,5,414
New Mexico,2022,5,547
New York,2022,5,477
North Carolina,2022,5,969
North Dakota,2022,5,97
Ohio,2022,5,591
Oklahoma,2022,5,206
Oregon,2022,5,464
Pennsylvania,2022,5,473
Rhode Island,2022,5,48
South Carolina,2022,5,449
South Dakota,2022,5,82
Tennessee,2022,5,595
Texas,2022,5,1023
Utah,2022,5,296
Vermont,2022,5,27
Virginia,2022,5,1406
Washington,2022,5,402
West Virginia,2022,5,153
Wisconsin,2022,5,127
Wyoming,2022,5,56
Commonwealth of the Northern Mariana Islands,2022,5,X
Puerto Rico,2022,5,76
Virgin Islands,2022,5,5
New York City,2022,5,579
Alabama,2022,6,684
Alaska,2022,6,42
Arizona,2022,6,175
Arkansas,2022,6,200
California,2022,6,1292
Colorado,2022,6,459
Connecticut,2022,6,269
Delaware,2022,6,50
District of Columbia,2022,6,61
Florida,2022,6,4486
Georgia,2022,6,1329
